epoch,train_accuracy,validation_accuracy
0,1.608,2.72
1,2.722,3.91
2,4.228,5.51
3,5.73,6.85
4,7.226,9.79
5,8.822,10.26
6,10.092,11.99
7,10.984,12.33
8,11.762,13.68
9,12.706,14.64
10,13.362,15.35
11,13.824,16.41
12,14.738,16.25
13,15.18,16.68
14,15.676,17.35
15,16.392,18.55
16,17.096,19.42
17,17.378,19.71
18,17.714,20.19
19,17.996,20.43
20,18.542,19.7
21,18.846,20.96
22,19.252,20.38
23,19.488,21.58
24,19.944,21.41
25,20.066,21.98
26,20.44,22.9
27,20.794,22.81
28,21.084,23.04
29,21.43,23.7
30,21.604,23.22
31,21.582,24.01
32,21.832,23.5
33,22.124,24.44
34,22.586,23.27
35,22.562,24.14
36,22.932,23.84
37,22.926,24.97
38,22.97,25.08
39,23.368,23.67
40,23.652,24.72
41,23.534,25.19
42,23.796,23.64
43,23.536,25.8
44,23.82,26.0
45,24.102,25.61
46,24.416,25.58
47,24.496,25.76
48,24.926,25.04
49,25.494,26.28
