epoch,train_accuracy,validation_accuracy
0,1.534,2.45
1,2.87,4.58
2,4.972,6.55
3,6.858,8.98
4,8.432,9.83
5,10.154,11.89
6,11.514,12.82
7,12.412,14.5
8,13.528,14.85
9,14.25,16.04
10,14.984,16.71
11,15.818,18.32
12,16.302,18.27
13,17.228,19.3
14,17.714,19.93
15,18.494,19.92
16,18.968,19.79
17,19.514,22.11
18,20.142,22.94
19,20.748,22.73
20,21.192,23.32
21,21.77,22.86
22,22.162,22.87
23,22.738,24.01
24,22.794,23.96
25,23.296,25.27
26,23.524,24.69
27,23.984,24.21
28,24.186,24.34
29,24.696,25.38
30,24.768,25.33
31,25.36,25.64
32,25.632,26.48
33,25.944,26.83
34,26.34,26.12
35,26.364,27.25
36,26.808,26.99
37,26.742,27.25
38,27.318,26.53
39,27.294,27.97
40,27.568,27.38
41,27.908,28.05
42,27.92,27.19
43,28.324,27.51
44,28.33,27.48
45,28.338,27.32
46,28.502,28.72
47,28.766,26.71
48,28.864,27.82
49,29.374,28.72
