epoch,train_accuracy,validation_accuracy
0,49.15625,61.5
1,65.25,62.25
2,66.78125,67.75
3,69.125,69.5
4,70.0,70.125
5,73.84375,71.375
6,76.4375,73.0
7,77.5,72.125
8,77.1875,73.25
9,78.90625,76.125
10,79.75,70.75
11,80.28125,77.5
12,80.40625,74.75
13,81.5625,76.0
14,82.71875,79.75
15,82.75,78.0
16,83.90625,79.0
17,83.40625,78.125
18,83.78125,77.0
19,85.875,79.75
20,85.6875,79.25
21,88.21875,79.375
22,87.8125,81.0
23,88.59375,82.0
24,88.59375,79.75
25,88.84375,82.125
26,88.625,80.875
27,88.875,79.625
28,89.25,82.0
29,91.5,81.125
30,91.15625,81.0
31,91.3125,81.125
32,91.96875,80.25
33,91.84375,80.375
34,90.84375,82.125
35,91.21875,81.75
36,93.15625,81.125
37,92.21875,81.25
38,94.375,83.125
39,93.59375,80.75
40,92.75,82.125
41,94.03125,81.75
42,94.03125,80.125
43,93.375,82.25
44,94.34375,83.125
45,94.71875,81.5
46,94.4375,81.375
47,95.03125,82.875
48,93.9375,82.5
49,95.71875,84.125
50,95.1875,82.75
51,96.4375,82.125
52,95.15625,82.5
53,96.09375,81.125
54,96.375,82.625
55,95.90625,84.0
56,96.40625,83.875
57,95.46875,83.0
58,96.46875,83.25
59,97.28125,82.875
60,97.5625,82.75
61,96.84375,82.625
62,98.40625,82.875
63,97.46875,81.25
64,96.875,82.5
65,97.15625,81.625
66,97.03125,82.375
67,97.375,82.125
68,98.34375,84.125
69,98.375,84.75
70,98.34375,82.375
71,98.125,82.75
72,97.34375,85.0
73,97.46875,83.0
74,97.84375,84.625
75,97.8125,84.625
76,98.34375,82.375
77,97.8125,83.125
78,98.125,84.875
79,98.375,83.375
80,98.75,84.25
81,98.78125,84.0
82,98.6875,83.75
83,98.75,85.0
84,99.0625,84.875
85,98.625,84.375
86,98.75,84.625
87,99.0,83.625
88,99.03125,82.375
89,98.65625,84.375
90,98.96875,84.875
91,98.9375,84.625
92,99.0625,83.5
93,99.15625,85.75
94,99.3125,84.25
95,99.28125,85.0
96,98.875,84.75
97,99.40625,84.125
98,99.25,83.25
99,99.4375,84.375
100,99.5625,85.0
101,99.46875,83.5
102,99.125,84.5
103,99.28125,84.625
104,99.28125,83.375
105,99.4375,84.125
106,99.375,83.25
107,99.4375,83.625
108,99.5,84.0
109,99.5,83.875
110,99.34375,83.375
111,99.78125,84.375
112,99.5,85.25
113,99.6875,84.75
114,99.6875,85.5
115,99.4375,84.0
116,99.59375,85.75
117,99.71875,84.625
118,99.71875,84.625
119,99.75,85.25
120,99.625,84.375
121,99.8125,83.375
122,99.78125,85.5
123,99.78125,84.625
124,99.71875,83.875
125,99.96875,85.75
126,99.84375,85.375
127,99.8125,84.875
128,99.625,85.0
129,99.90625,85.25
130,99.875,83.875
131,99.9375,84.75
132,99.75,85.25
133,99.84375,85.75
134,99.90625,84.375
135,99.84375,85.125
136,99.875,83.375
137,99.90625,86.125
138,99.875,86.125
139,99.875,85.0
140,99.96875,85.5
141,99.9375,85.75
142,99.9375,85.625
143,99.90625,83.75
144,99.90625,82.875
145,99.8125,83.25
146,99.96875,83.875
147,99.875,85.25
148,99.9375,84.0
149,99.9375,85.125
150,99.9375,84.875
151,100.0,84.875
152,100.0,85.875
153,99.96875,85.625
154,99.9375,85.25
155,99.9375,85.5
156,100.0,85.875
157,99.90625,86.625
158,99.9375,84.75
159,100.0,85.0
160,100.0,85.875
161,99.96875,85.375
162,99.9375,85.625
163,99.96875,85.5
164,99.875,84.625
165,99.90625,86.625
166,99.96875,85.0
167,99.9375,84.75
168,100.0,85.875
169,99.90625,86.5
170,99.9375,85.125
171,99.96875,84.5
172,99.9375,85.0
173,99.96875,86.5
174,100.0,86.375
175,99.9375,85.625
176,100.0,84.625
177,99.96875,86.0
178,99.96875,85.5
179,100.0,84.25
180,99.96875,85.875
181,99.96875,82.625
182,100.0,84.25
183,100.0,85.25
184,99.96875,85.0
185,100.0,85.25
186,99.96875,85.125
187,100.0,85.75
188,100.0,86.75
189,99.96875,84.75
190,100.0,85.375
191,99.96875,85.375
192,100.0,84.625
193,100.0,84.0
194,100.0,86.875
195,100.0,85.5
196,100.0,85.625
197,99.90625,85.375
198,99.96875,86.375
199,100.0,85.375
