epoch,train_accuracy,validation_accuracy
0,45.90625,61.0
1,62.21875,66.25
2,66.21875,67.25
3,68.09375,67.375
4,69.71875,71.125
5,71.09375,74.375
6,73.8125,71.625
7,74.0,74.25
8,74.46875,71.0
9,75.8125,73.125
10,76.40625,73.75
11,77.1875,75.0
12,77.1875,76.875
13,78.1875,75.125
14,76.84375,74.75
15,78.375,74.5
16,79.34375,76.125
17,79.75,78.375
18,79.96875,75.0
19,81.875,76.25
20,80.8125,72.25
21,80.53125,76.125
22,81.78125,77.875
23,82.46875,78.375
24,82.40625,75.625
25,82.03125,76.25
26,82.625,77.125
27,83.21875,77.875
28,84.1875,78.125
29,83.6875,81.75
30,84.25,80.75
31,84.46875,79.125
32,84.90625,76.0
33,84.25,79.5
34,86.34375,78.875
35,84.84375,80.125
36,85.21875,80.0
37,86.5,77.625
38,85.9375,77.875
39,85.75,78.875
40,85.96875,80.375
41,86.0625,77.75
42,86.84375,79.75
43,87.875,80.75
44,87.25,81.0
45,87.96875,80.0
46,87.75,79.875
47,88.21875,78.875
48,88.15625,80.875
49,87.9375,78.875
50,88.46875,81.375
51,89.46875,81.875
52,89.25,79.75
53,89.75,81.125
54,89.59375,80.0
55,89.25,79.75
56,90.46875,79.875
57,89.5625,80.625
58,91.125,81.0
59,90.03125,80.375
60,90.65625,79.0
61,90.8125,80.375
62,90.65625,80.375
63,90.21875,80.75
64,90.4375,79.625
65,91.71875,81.625
66,91.375,80.625
67,91.28125,79.625
68,90.9375,82.125
69,92.03125,80.625
70,92.15625,80.5
71,91.96875,80.25
72,91.4375,78.875
73,92.34375,78.125
74,92.15625,78.625
75,92.9375,83.0
76,92.875,80.125
77,92.625,81.25
78,92.8125,79.125
79,92.46875,81.125
80,93.28125,79.75
81,93.625,80.375
82,93.25,80.0
83,93.03125,81.125
84,93.71875,80.5
85,94.65625,80.625
86,93.75,80.75
87,94.3125,80.625
88,93.90625,80.75
89,94.28125,81.0
90,94.9375,82.0
91,94.125,80.25
92,94.9375,82.25
93,94.5,83.125
94,94.90625,80.875
95,95.09375,80.375
96,94.65625,81.875
97,95.46875,79.625
98,94.71875,78.75
99,95.03125,79.625
100,94.65625,82.75
101,95.40625,82.5
102,95.125,81.375
103,95.90625,82.25
104,95.78125,83.0
105,95.84375,81.75
106,95.65625,80.125
107,96.15625,81.0
108,95.34375,82.0
109,95.625,81.375
110,96.125,81.0
111,96.5,80.0
112,97.0,81.875
113,96.59375,82.625
114,96.375,81.0
115,96.625,79.625
116,96.65625,82.125
117,96.75,81.125
118,96.46875,81.25
119,96.90625,81.0
120,96.59375,81.875
121,97.125,81.75
122,97.625,82.0
123,97.59375,82.125
124,97.5,82.625
125,96.9375,81.125
126,96.28125,83.375
127,97.40625,81.875
128,97.59375,81.0
129,97.5625,81.75
130,97.625,82.375
131,97.875,80.375
132,98.0625,82.25
133,97.28125,81.5
134,97.5625,81.125
135,97.71875,82.25
136,97.8125,80.375
137,97.46875,82.0
138,97.90625,82.875
139,98.0625,80.875
140,98.1875,82.125
141,97.84375,83.125
142,97.5,82.0
143,98.03125,82.875
144,98.65625,82.0
145,98.125,81.125
146,98.03125,82.375
147,98.84375,81.25
148,97.90625,82.125
149,98.4375,82.125
150,98.46875,80.875
151,98.78125,83.0
152,98.28125,81.0
153,98.46875,83.0
154,98.78125,82.125
155,98.65625,83.25
156,98.75,82.0
157,98.84375,80.875
158,98.6875,78.75
159,98.65625,81.5
160,98.46875,82.875
161,98.90625,82.5
162,98.9375,81.5
163,98.90625,81.75
164,99.125,82.25
165,98.96875,81.125
166,98.875,82.875
167,98.6875,79.875
168,98.5,82.25
169,98.8125,81.125
170,98.8125,82.5
171,99.15625,81.25
172,99.15625,81.875
173,99.0625,82.0
174,98.96875,82.5
175,99.125,81.625
176,99.25,82.75
177,99.0625,82.875
178,98.9375,83.125
179,98.9375,82.5
180,99.0625,82.5
181,99.03125,83.125
182,98.96875,82.75
183,98.90625,82.25
184,99.125,80.375
185,98.875,81.625
186,99.1875,81.5
187,99.0,81.75
188,99.09375,82.125
189,99.3125,82.75
190,98.78125,80.25
191,99.28125,81.5
192,99.1875,82.125
193,98.8125,80.875
194,99.28125,82.625
195,98.96875,82.0
196,98.78125,82.5
197,99.125,81.5
198,98.96875,81.75
199,98.90625,83.25
