epoch,train_accuracy,validation_accuracy
0,49.34375,61.875
1,61.84375,63.75
2,68.3125,62.875
3,68.125,68.125
4,70.34375,67.125
5,70.84375,74.375
6,73.65625,72.625
7,74.46875,73.875
8,76.78125,72.5
9,75.84375,71.875
10,77.09375,75.0
11,78.71875,75.0
12,78.90625,72.375
13,79.96875,77.0
14,81.0,75.0
15,78.78125,76.875
16,80.125,76.25
17,81.09375,74.75
18,82.09375,76.125
19,83.03125,80.25
20,82.75,78.5
21,83.5625,79.375
22,83.21875,81.875
23,84.1875,78.75
24,85.78125,77.625
25,85.6875,78.125
26,85.28125,75.75
27,86.3125,80.0
28,85.78125,80.5
29,86.15625,79.375
30,86.4375,79.375
31,88.1875,80.625
32,87.78125,80.375
33,87.4375,79.875
34,89.0625,79.375
35,88.96875,80.5
36,88.8125,80.75
37,88.53125,77.375
38,88.8125,80.5
39,89.90625,81.25
40,89.375,80.375
41,91.5,78.5
42,90.34375,81.375
43,91.5,79.375
44,91.03125,80.75
45,90.28125,80.625
46,92.40625,80.25
47,91.375,82.25
48,92.71875,79.625
49,92.75,82.0
50,92.125,81.375
51,92.25,80.75
52,93.21875,81.25
53,93.21875,80.375
54,93.8125,79.375
55,93.75,82.125
56,94.15625,81.25
57,93.6875,82.25
58,92.625,80.625
59,94.125,82.625
60,94.3125,78.75
61,94.25,82.375
62,93.65625,80.75
63,94.625,81.0
64,93.90625,81.5
65,95.28125,78.0
66,95.53125,82.25
67,95.09375,81.125
68,94.65625,79.125
69,96.21875,81.125
70,95.40625,79.5
71,94.90625,82.875
72,95.625,80.125
73,95.40625,81.5
74,96.40625,82.125
75,95.875,81.375
76,96.4375,82.5
77,96.90625,81.875
78,96.71875,84.25
79,96.21875,80.0
80,96.90625,82.875
81,96.625,81.625
82,97.6875,81.5
83,96.75,81.125
84,96.96875,82.875
85,97.0,83.875
86,97.65625,82.625
87,97.34375,81.75
88,97.09375,82.875
89,97.03125,83.125
90,97.71875,82.875
91,98.15625,84.25
92,97.6875,80.375
93,97.65625,84.0
94,97.625,82.625
95,98.25,82.625
96,98.21875,82.375
97,98.28125,83.0
98,97.625,81.875
99,97.625,81.75
100,98.1875,82.25
101,97.84375,81.875
102,97.90625,81.5
103,98.1875,81.875
104,98.28125,83.5
105,98.5,83.375
106,98.4375,82.375
107,98.4375,81.875
108,98.34375,81.875
109,98.5625,84.625
110,99.09375,82.75
111,98.4375,82.75
112,98.34375,84.5
113,98.40625,84.125
114,98.875,83.125
115,98.6875,83.375
116,98.96875,81.875
117,98.71875,81.875
118,98.46875,82.75
119,99.15625,84.25
120,99.1875,82.125
121,99.3125,83.25
122,99.3125,83.25
123,99.25,83.0
124,99.5625,82.125
125,99.25,83.625
126,99.34375,82.875
127,99.4375,82.5
128,99.40625,82.25
129,99.1875,82.875
130,99.375,83.625
131,99.25,83.125
132,99.3125,83.375
133,99.4375,83.0
134,99.21875,81.375
135,99.4375,81.625
136,99.3125,82.625
137,99.375,84.625
138,99.46875,83.5
139,99.375,82.375
140,99.34375,82.125
141,99.59375,84.0
142,99.65625,84.0
143,99.625,82.375
144,99.71875,82.0
145,99.8125,83.5
146,99.59375,82.875
147,99.78125,84.125
148,99.53125,83.0
149,99.6875,83.25
150,99.6875,83.375
151,99.8125,83.125
152,99.625,82.875
153,99.625,82.875
154,99.8125,81.875
155,99.8125,83.875
156,99.8125,83.75
157,99.75,85.0
158,99.65625,83.625
159,99.65625,84.5
160,99.90625,83.125
161,99.8125,83.625
162,99.8125,83.875
163,99.78125,82.25
164,99.875,82.875
165,99.4375,84.875
166,99.84375,84.125
167,99.6875,84.0
168,99.65625,83.75
169,99.8125,85.0
170,99.8125,84.5
171,99.75,85.125
172,99.90625,83.75
173,99.78125,82.625
174,99.59375,84.25
175,99.875,84.25
176,99.75,84.5
177,99.875,84.0
178,99.875,81.625
179,99.78125,83.375
180,99.84375,83.0
181,99.75,82.625
182,99.78125,84.125
183,99.84375,83.0
184,99.90625,84.0
185,99.84375,83.0
186,99.875,84.125
187,99.90625,83.25
188,99.875,84.25
189,99.84375,83.5
190,99.71875,83.125
191,99.75,83.75
192,99.84375,85.0
193,99.875,84.625
194,99.78125,84.375
195,99.90625,84.125
196,99.84375,83.875
197,99.65625,82.125
198,99.84375,84.25
199,99.875,84.75
