epoch,train_accuracy,validation_accuracy
0,53.5625,62.75
1,64.15625,67.125
2,70.09375,69.375
3,71.96875,72.25
4,72.1875,72.875
5,73.4375,74.875
6,75.1875,73.625
7,76.21875,74.25
8,78.125,75.0
9,78.4375,73.75
10,80.84375,70.625
11,79.3125,78.125
12,80.59375,76.75
13,82.1875,80.375
14,83.53125,78.25
15,84.15625,75.625
16,84.15625,75.125
17,86.25,77.625
18,86.28125,78.875
19,86.21875,79.25
20,87.75,81.75
21,88.90625,80.125
22,88.3125,80.75
23,89.875,80.625
24,91.0,80.25
25,88.5625,79.125
26,90.71875,80.5
27,91.34375,79.5
28,92.0,81.5
29,92.125,81.75
30,91.96875,82.375
31,91.40625,82.125
32,93.0625,82.5
33,95.15625,81.375
34,92.625,82.375
35,93.34375,81.75
36,93.40625,81.25
37,93.90625,81.25
38,94.1875,83.25
39,95.125,82.0
40,94.96875,82.25
41,95.46875,82.375
42,94.78125,83.875
43,95.40625,84.0
44,95.96875,82.0
45,96.4375,81.0
46,96.09375,83.375
47,96.125,83.875
48,97.3125,82.875
49,96.46875,82.0
50,96.78125,81.25
51,96.65625,81.875
52,96.78125,83.75
53,97.15625,82.125
54,97.0625,82.375
55,97.46875,82.125
56,97.28125,86.0
57,98.0,84.25
58,98.0,85.375
59,98.0,82.25
60,98.46875,81.875
61,97.8125,83.5
62,97.6875,83.25
63,98.03125,81.0
64,97.9375,84.25
65,98.46875,83.125
66,98.09375,83.125
67,98.5,83.25
68,97.875,84.0
69,98.78125,84.875
70,98.75,83.75
71,99.03125,84.625
72,98.46875,84.625
73,98.53125,85.125
74,98.4375,84.5
75,98.75,83.5
76,99.03125,84.625
77,99.1875,84.25
78,99.21875,83.625
79,98.90625,84.125
80,98.96875,85.25
81,99.34375,85.5
82,99.40625,85.125
83,99.5,84.75
84,99.34375,83.625
85,99.03125,84.75
86,99.15625,84.125
87,99.0625,85.625
88,99.5,86.0
89,99.6875,87.875
90,99.53125,84.375
91,99.59375,84.625
92,99.53125,83.125
93,99.625,85.5
94,99.4375,84.0
95,99.46875,84.25
96,99.625,85.625
97,99.78125,84.375
98,99.5,86.375
99,99.625,83.625
100,99.5625,84.25
101,99.71875,85.0
102,99.75,86.125
103,99.5,85.375
104,99.5625,85.375
105,99.53125,84.375
106,99.71875,87.0
107,99.78125,85.625
108,99.75,86.5
109,99.75,86.0
110,99.78125,85.625
111,99.90625,86.125
112,99.71875,85.625
113,99.6875,86.375
114,99.8125,85.375
115,99.9375,86.625
116,99.8125,88.375
117,99.78125,85.0
118,99.78125,86.875
119,99.75,84.75
120,99.8125,86.0
121,99.875,84.875
122,99.875,86.875
123,99.90625,86.0
124,99.84375,85.125
125,99.90625,85.75
126,99.90625,85.875
127,99.9375,85.75
128,99.875,85.5
129,99.96875,86.5
130,99.96875,85.875
131,99.90625,85.375
132,99.875,85.75
133,99.875,87.0
134,99.9375,85.5
135,99.9375,86.5
136,99.96875,86.125
137,100.0,85.125
138,99.90625,86.625
139,99.96875,86.875
140,99.90625,84.875
141,99.875,86.75
142,99.875,85.375
143,99.90625,86.0
144,100.0,85.25
145,99.9375,85.0
146,100.0,86.375
147,99.9375,86.5
148,99.96875,87.125
149,100.0,84.5
150,99.90625,86.625
151,99.96875,85.875
152,100.0,86.25
153,100.0,86.875
154,99.90625,85.75
155,100.0,85.375
156,100.0,87.0
157,99.96875,86.625
158,99.96875,85.875
159,99.96875,87.375
160,100.0,86.5
161,100.0,86.25
162,99.96875,86.875
163,100.0,86.75
164,100.0,85.875
165,99.9375,85.75
166,99.9375,86.625
167,100.0,85.5
168,100.0,86.0
169,100.0,86.625
170,99.96875,86.875
171,100.0,86.5
172,99.96875,85.75
173,100.0,85.875
174,99.96875,85.875
175,100.0,87.875
176,100.0,86.25
177,100.0,86.5
178,99.96875,83.625
179,100.0,86.0
180,99.96875,86.25
181,100.0,86.0
182,99.96875,86.5
183,100.0,86.375
184,100.0,86.125
185,100.0,87.25
186,99.96875,86.375
187,100.0,87.125
188,100.0,87.125
189,100.0,85.5
190,99.96875,87.375
191,100.0,87.25
192,99.96875,86.0
193,100.0,87.625
194,99.96875,85.625
195,99.96875,85.5
196,100.0,86.125
197,99.96875,86.5
198,100.0,86.75
199,100.0,87.0
