epoch,train_accuracy,validation_accuracy
0,23.18,34.72
1,35.424,40.67
2,40.31,45.49
3,43.286,48.5
4,46.166,48.31
5,48.084,52.38
6,50.118,54.26
7,51.494,54.16
8,53.396,56.23
9,54.192,57.21
10,55.65,58.56
11,56.336,57.73
12,57.562,60.26
13,58.7,59.31
14,59.302,60.09
15,60.064,61.37
16,60.974,62.03
17,61.76,63.31
18,62.026,63.04
19,63.428,63.81
20,63.69,63.61
21,64.496,64.48
22,65.058,65.89
23,65.36,64.71
24,65.828,65.13
25,66.596,65.81
26,66.996,66.97
27,67.308,66.48
28,67.682,68.46
29,68.048,68.02
30,68.634,68.22
31,68.89,68.53
32,69.032,68.74
33,69.402,68.73
34,69.524,70.02
35,70.048,69.89
36,70.4,69.98
37,70.266,69.69
38,70.656,68.22
39,70.816,69.73
40,71.16,70.38
41,71.462,69.51
42,71.422,70.23
43,71.542,69.91
44,71.544,70.41
45,71.776,70.3
46,72.204,70.86
47,71.964,69.9
48,72.074,70.0
49,72.08,70.91
