epoch,train_accuracy,validation_accuracy
0,21.028,31.17
1,30.91,36.87
2,35.624,40.61
3,38.592,42.59
4,40.158,43.04
5,41.37,44.29
6,42.906,43.85
7,44.088,45.81
8,45.712,49.72
9,46.94,46.55
10,47.786,49.79
11,48.904,49.86
12,49.516,48.4
13,50.17,51.72
14,50.72,53.53
15,51.64,54.03
16,52.142,54.28
17,52.914,55.6
18,53.294,54.1
19,53.986,57.05
20,54.368,55.36
21,54.25,56.75
22,54.38,56.28
23,55.3,57.56
24,55.662,55.94
25,56.028,54.92
26,56.628,55.88
27,56.984,57.71
28,56.842,56.86
29,57.488,56.45
30,57.542,60.86
31,57.806,60.57
32,58.44,58.89
33,58.344,60.66
34,58.376,59.28
35,59.036,58.76
36,59.282,61.24
37,59.358,58.94
38,59.706,61.44
39,59.66,58.21
40,59.79,60.21
41,60.118,59.76
42,59.944,60.47
43,60.442,60.3
44,60.372,61.87
45,60.46,61.32
46,60.458,61.12
47,60.568,57.15
48,61.128,61.79
49,61.284,62.78
