epoch,train_accuracy,validation_accuracy
0,47.53125,53.375
1,55.0,54.625
2,57.03125,58.0
3,58.09375,57.0
4,59.5,58.625
5,60.28125,60.625
6,68.09375,64.75
7,72.8125,70.125
8,72.625,75.125
9,73.4375,74.875
10,75.1875,75.125
11,76.75,73.625
12,77.625,79.125
13,80.03125,79.375
14,80.21875,78.5
15,81.40625,78.5
16,80.71875,78.75
17,80.28125,78.625
18,81.125,80.5
19,81.0,78.5
20,82.53125,79.75
21,82.65625,80.75
22,82.15625,79.375
23,83.0,78.75
24,83.125,80.125
25,83.28125,80.125
26,82.875,81.125
27,82.8125,79.5
28,83.90625,80.625
29,83.15625,79.75
30,82.5625,80.0
31,83.46875,81.0
32,82.90625,80.25
33,83.3125,80.125
34,83.84375,80.625
35,83.625,79.875
36,83.5,82.25
37,83.625,79.875
38,82.71875,79.25
39,82.84375,80.25
40,82.875,80.0
41,83.78125,81.0
42,83.34375,80.875
43,82.21875,80.625
44,83.9375,80.625
45,82.875,79.5
46,83.71875,80.75
47,83.15625,80.875
48,83.46875,80.5
49,83.46875,80.625
50,83.84375,79.75
51,82.59375,81.125
52,82.65625,79.25
53,82.90625,80.5
54,82.8125,80.25
55,83.1875,80.375
56,83.65625,80.875
57,82.78125,80.375
58,82.84375,80.75
59,84.21875,79.125
60,83.0625,79.625
61,83.53125,81.0
62,82.53125,79.875
63,82.59375,80.25
64,83.0,79.75
65,83.5625,80.0
66,83.375,78.75
67,82.96875,80.75
68,83.03125,81.25
69,83.0,76.875
70,82.625,79.25
71,83.65625,79.75
72,82.9375,81.625
73,83.9375,80.125
74,82.9375,79.625
75,83.46875,79.0
76,83.0,81.0
77,83.46875,80.5
78,83.1875,80.625
79,83.8125,80.375
80,83.875,80.75
81,83.125,80.75
82,83.75,81.125
83,83.65625,80.875
84,83.8125,77.75
85,83.09375,80.125
86,83.8125,80.5
87,82.90625,81.5
88,82.875,79.0
89,82.90625,81.5
90,84.0,80.625
91,83.84375,81.875
92,83.34375,79.625
93,82.65625,79.625
94,83.53125,80.375
95,83.78125,80.25
96,83.34375,80.875
97,83.59375,79.5
98,83.21875,80.625
99,83.46875,80.375
100,84.09375,79.75
101,83.8125,81.375
102,82.6875,81.125
103,83.0,79.75
104,83.5,80.25
105,83.125,78.5
106,83.5625,79.0
107,82.96875,79.875
108,83.28125,79.25
109,82.625,80.5
110,84.0,80.0
111,83.15625,79.75
112,82.78125,81.0
113,83.5625,79.75
114,83.03125,80.625
115,83.625,80.5
116,83.40625,80.625
117,84.15625,80.0
118,83.09375,80.75
119,82.46875,79.5
120,82.625,79.625
121,84.125,80.75
122,82.875,79.625
123,83.0625,80.5
124,82.78125,81.125
125,82.65625,80.375
126,83.71875,80.375
127,82.9375,80.125
128,83.46875,79.75
129,82.71875,79.5
130,83.625,79.0
131,83.09375,80.375
132,82.53125,80.5
133,82.9375,79.0
134,83.28125,80.125
135,83.3125,80.25
136,83.8125,79.875
137,83.125,80.625
138,83.125,79.875
139,83.3125,80.125
140,83.0,80.5
141,83.0625,79.625
142,83.03125,79.375
143,83.4375,80.25
144,83.1875,80.75
145,82.59375,79.75
146,83.65625,80.25
147,83.15625,81.0
148,83.46875,81.125
149,83.03125,81.0
