epoch,train_accuracy,validation_accuracy
0,35.1875,38.625
1,39.0,40.875
2,38.78125,41.5
3,40.46875,39.25
4,40.0,35.75
5,37.625,38.0
6,39.53125,28.125
7,34.125,35.75
8,37.84375,36.875
9,40.6875,40.5
10,41.125,39.25
11,39.6875,37.75
12,40.625,37.375
13,43.90625,46.125
14,44.90625,44.0
15,43.125,43.625
16,46.8125,47.625
17,50.0625,49.375
18,48.9375,50.0
19,44.46875,44.375
20,49.90625,51.625
21,51.9375,52.375
22,51.9375,50.375
23,52.15625,49.75
24,52.96875,48.75
25,51.09375,51.375
26,53.84375,52.0
27,54.03125,51.375
28,52.78125,53.75
29,52.53125,55.875
30,54.9375,54.875
31,57.71875,60.625
32,61.65625,62.125
33,58.40625,63.25
34,59.4375,60.0
35,61.8125,60.75
36,63.875,65.25
37,62.5625,62.25
38,64.40625,66.875
39,65.0625,64.5
40,63.59375,64.375
41,65.375,68.5
42,65.15625,67.125
43,65.53125,64.75
44,66.3125,68.125
45,62.53125,66.25
46,65.46875,64.875
47,64.96875,66.125
48,66.15625,67.0
49,65.71875,66.875
50,65.25,63.5
51,64.65625,70.25
52,66.65625,63.0
53,65.75,66.375
54,64.28125,62.5
55,66.03125,65.75
56,66.0625,58.5
57,64.15625,68.125
58,67.1875,68.375
59,67.03125,65.25
60,67.6875,67.625
61,67.28125,70.25
62,69.15625,69.875
63,67.96875,69.875
64,67.46875,69.5
65,67.3125,65.25
66,67.09375,68.5
67,66.90625,64.875
68,68.8125,67.375
69,67.53125,70.5
70,68.53125,65.625
71,68.0,69.75
72,69.34375,67.625
73,67.9375,71.25
74,69.875,67.875
75,69.5,69.125
76,69.5,71.125
77,69.375,69.375
78,69.59375,66.375
79,70.3125,67.25
80,70.5625,68.875
81,68.84375,69.125
82,69.78125,71.125
83,70.3125,70.875
84,70.9375,72.375
85,69.71875,65.5
86,70.03125,66.0
87,69.40625,71.0
88,69.625,70.5
89,71.0625,73.125
90,71.53125,73.0
91,66.3125,71.375
92,71.65625,67.125
93,71.25,72.375
94,71.59375,71.375
95,72.53125,63.125
96,69.9375,73.125
97,70.03125,73.375
98,71.71875,66.875
99,69.8125,70.875
100,71.28125,73.125
101,72.6875,72.25
102,69.65625,72.375
103,73.8125,69.25
104,72.5625,69.5
105,70.875,71.375
106,70.28125,68.375
107,70.5,71.375
108,71.5,73.0
109,72.71875,72.625
110,71.03125,68.75
111,72.21875,70.875
112,70.96875,71.375
113,70.8125,69.0
114,69.90625,72.375
115,71.625,74.0
116,73.46875,73.25
117,71.9375,73.75
118,73.6875,72.75
119,73.9375,72.0
120,73.5,73.25
121,72.59375,72.375
122,73.75,71.125
123,70.625,64.25
124,73.53125,73.375
125,73.96875,72.75
126,71.6875,72.5
127,73.84375,75.0
128,73.46875,71.875
129,71.46875,69.75
130,71.09375,72.125
131,72.28125,75.125
132,73.9375,74.25
133,74.75,75.75
134,74.5,75.125
135,74.125,74.125
136,73.03125,72.625
137,74.8125,74.125
138,74.59375,71.5
139,72.125,73.125
140,74.375,74.125
141,75.1875,73.75
142,75.09375,74.25
143,72.625,73.75
144,74.0625,75.25
145,75.6875,72.0
146,74.53125,74.875
147,73.28125,74.375
148,76.0,75.875
149,74.3125,75.5
