epoch,train_accuracy,validation_accuracy
0,38.03125,48.875
1,53.15625,54.625
2,57.375,59.5
3,63.4375,66.375
4,66.0,66.625
5,65.3125,65.0
6,66.03125,66.25
7,68.0625,69.0
8,68.9375,72.625
9,68.71875,69.875
10,70.15625,72.875
11,70.75,71.875
12,72.3125,69.0
13,71.6875,72.75
14,71.28125,73.0
15,72.96875,75.125
16,72.71875,74.5
17,72.28125,73.125
18,73.625,73.875
19,75.0625,76.5
20,76.5625,75.5
21,75.5625,75.875
22,74.65625,74.5
23,74.96875,75.25
24,77.53125,77.375
25,76.96875,77.625
26,76.84375,77.0
27,78.21875,78.125
28,78.21875,78.0
29,78.625,77.875
30,78.71875,75.5
31,78.78125,77.125
32,79.40625,76.5
33,77.3125,78.75
34,76.625,78.875
35,78.8125,78.125
36,80.8125,78.375
37,80.09375,77.75
38,79.90625,77.0
39,78.6875,80.375
40,80.875,80.125
41,82.3125,79.375
42,82.3125,81.5
43,82.59375,78.75
44,82.09375,81.125
45,82.46875,82.125
46,83.65625,80.0
47,84.25,80.375
48,82.40625,78.25
49,84.5625,83.125
50,84.09375,81.625
51,83.21875,78.625
52,83.3125,78.375
53,83.28125,81.375
54,83.625,80.625
55,83.15625,80.25
56,84.3125,81.5
57,83.59375,82.375
58,85.03125,81.375
59,85.53125,81.75
60,85.71875,80.0
61,83.21875,80.5
62,84.4375,81.125
63,86.59375,80.875
64,84.125,79.75
65,84.84375,81.0
66,84.75,81.875
67,85.3125,83.75
68,87.0,81.875
69,86.84375,81.875
70,86.28125,83.375
71,85.5625,82.0
72,85.90625,82.625
73,86.625,82.875
74,86.84375,82.5
75,87.65625,82.0
76,87.125,83.5
77,87.0,82.625
78,87.84375,81.0
79,87.28125,84.0
80,88.53125,80.5
81,88.15625,81.125
82,88.0625,81.5
83,88.4375,81.0
84,87.84375,82.375
85,88.09375,79.625
86,85.34375,82.0
87,87.15625,81.0
88,86.34375,79.875
89,88.71875,80.625
90,88.65625,82.0
91,88.9375,81.5
92,89.21875,82.0
93,89.0625,80.875
94,89.4375,81.375
95,89.0,83.25
96,90.8125,82.25
97,89.53125,83.5
98,88.8125,83.125
99,89.15625,83.25
100,89.875,82.875
101,90.46875,82.625
102,89.1875,84.5
103,89.59375,82.875
104,90.8125,82.0
105,90.625,83.875
106,90.21875,83.375
107,90.71875,83.125
108,90.375,82.75
109,90.40625,83.25
110,90.8125,83.125
111,90.53125,82.125
112,91.875,82.875
113,91.9375,82.75
114,91.8125,82.75
115,89.90625,81.5
116,91.21875,83.0
117,92.34375,83.625
118,92.15625,82.5
119,91.4375,83.125
120,90.84375,82.75
121,92.625,82.125
122,91.9375,83.5
123,92.40625,83.375
124,92.40625,85.125
125,91.03125,83.25
126,91.6875,83.125
127,91.21875,84.0
128,92.78125,85.125
129,92.53125,82.0
130,92.71875,83.875
131,92.75,83.875
132,92.71875,84.25
133,93.21875,83.75
134,93.75,84.5
135,92.875,82.75
136,91.53125,82.5
137,93.0625,81.625
138,93.40625,84.0
139,93.59375,83.375
140,93.40625,80.875
141,93.21875,84.75
142,94.03125,84.0
143,93.03125,85.0
144,93.5625,83.25
145,93.59375,85.75
146,93.75,83.5
147,93.71875,83.75
148,94.0,84.125
149,93.78125,84.5
