epoch,train_accuracy,validation_accuracy
0,44.03125,40.125
1,45.4375,42.75
2,48.4375,51.75
3,53.1875,55.375
4,53.0,53.0
5,57.25,45.5
6,57.40625,56.75
7,59.25,58.875
8,59.28125,58.25
9,59.0625,58.125
10,58.25,52.5
11,60.71875,62.75
12,61.28125,60.875
13,62.84375,64.375
14,64.5,62.875
15,64.84375,62.25
16,64.96875,63.75
17,64.9375,63.0
18,64.84375,64.75
19,64.5,64.75
20,65.09375,65.75
21,65.71875,64.625
22,65.75,65.75
23,67.5625,65.875
24,66.8125,65.25
25,67.28125,67.25
26,66.96875,66.875
27,67.625,66.25
28,67.125,67.25
29,67.78125,67.125
30,67.25,67.375
31,67.84375,67.25
32,67.21875,66.125
33,68.09375,67.75
34,66.59375,66.375
35,67.65625,66.75
36,66.71875,67.25
37,67.4375,67.375
38,67.8125,67.625
39,67.59375,66.625
40,67.53125,68.25
41,66.0,65.625
42,69.25,67.625
43,67.34375,65.125
44,66.96875,67.25
45,67.90625,67.25
46,67.8125,66.375
47,67.5625,67.0
48,66.90625,66.75
49,66.21875,66.5
50,67.21875,67.25
51,66.53125,67.25
52,67.78125,66.375
53,66.40625,67.0
54,67.0625,66.0
55,67.28125,67.625
56,67.84375,66.375
57,68.25,67.375
58,67.28125,66.75
59,66.4375,67.875
60,67.28125,66.625
61,66.5625,68.375
62,67.0,66.125
63,67.15625,68.875
64,68.125,67.5
65,67.21875,67.75
66,67.25,67.5
67,67.625,68.625
68,68.375,67.375
69,67.6875,67.25
70,67.15625,68.0
71,67.0,66.625
72,66.875,65.625
73,66.90625,68.375
74,67.34375,66.5
75,67.0,66.25
76,66.65625,67.125
77,67.90625,67.25
78,67.0625,66.0
79,68.3125,68.0
80,67.0625,66.875
81,67.375,66.25
82,67.0,66.125
83,67.1875,67.375
84,66.78125,67.25
85,68.09375,66.0
86,68.71875,66.125
87,67.09375,67.125
88,68.15625,66.75
89,67.125,68.125
90,68.15625,66.75
91,67.40625,67.75
92,67.9375,69.75
93,68.28125,66.75
94,67.03125,68.125
95,67.09375,66.25
96,67.0,67.375
97,67.5,67.375
98,67.59375,66.375
99,68.09375,68.75
100,67.5625,67.75
101,67.625,68.75
102,67.46875,67.125
103,68.0,66.125
104,67.6875,67.625
105,67.09375,66.625
106,67.46875,68.875
107,67.8125,65.875
108,67.75,66.625
109,67.125,67.25
110,67.75,65.375
111,67.65625,66.75
112,66.71875,66.625
113,67.03125,66.25
114,66.90625,68.75
115,68.4375,67.5
116,66.9375,67.375
117,67.8125,66.875
118,67.21875,66.375
119,67.4375,66.625
120,67.375,68.625
121,67.3125,66.5
122,67.5625,66.5
123,67.625,67.75
124,68.21875,67.0
125,66.5625,66.25
126,67.84375,67.5
127,68.34375,68.25
128,67.59375,67.25
129,67.28125,66.375
130,67.34375,68.125
131,67.46875,66.875
132,67.78125,68.25
133,67.65625,67.125
134,67.78125,66.375
135,67.5,66.5
136,68.8125,68.25
137,67.25,66.75
138,67.46875,67.5
139,67.71875,68.625
140,66.9375,67.75
141,67.65625,66.375
142,67.09375,68.75
143,68.375,67.0
144,67.5625,66.25
145,67.96875,67.25
146,67.8125,67.5
147,67.59375,65.875
148,67.09375,66.75
149,68.3125,66.125
