epoch,train_accuracy,validation_accuracy
0,26.40625,25.5
1,24.53125,26.25
2,24.6875,26.25
3,24.375,26.25
4,25.28125,23.75
5,25.3125,23.75
6,24.875,23.75
7,25.3125,23.75
8,25.3125,23.75
9,25.3125,23.75
10,25.21875,23.75
11,25.3125,23.75
12,24.34375,25.0
13,25.0,25.0
14,25.0,25.0
15,25.0,25.0
16,25.0,22.625
17,24.84375,25.0
18,24.71875,26.25
19,24.6875,26.25
20,24.6875,26.25
21,24.6875,26.25
22,24.6875,26.25
23,24.6875,26.25
24,24.6875,26.25
25,24.6875,26.25
26,24.6875,26.25
27,24.28125,23.75
28,25.3125,23.75
29,25.25,25.0
30,25.0,25.0
31,25.0,25.0
32,25.40625,25.0
33,25.0,25.0
34,25.0,25.0
35,25.0,25.0
36,25.0,25.0
37,25.0,25.0
38,23.84375,23.75
39,25.3125,23.75
40,25.3125,23.75
41,25.34375,25.0
42,24.5625,26.25
43,24.6875,26.25
44,24.6875,26.25
45,24.6875,26.25
46,24.6875,26.25
47,24.6875,26.25
48,24.6875,26.25
49,24.9375,25.0
50,25.0,25.0
51,25.0,25.0
52,25.0,25.0
53,24.84375,26.25
54,24.6875,26.25
55,24.6875,26.25
56,24.6875,26.25
57,24.6875,26.25
58,25.875,23.75
59,25.3125,23.75
60,25.3125,23.75
61,25.3125,23.75
62,25.3125,23.75
63,25.3125,23.75
64,25.3125,23.75
65,25.15625,26.25
66,24.6875,26.25
67,24.0625,23.75
68,24.78125,26.25
69,25.46875,25.0
70,25.0,25.0
71,25.0,25.0
72,25.0,25.0
73,25.0,25.0
74,25.0,25.0
75,25.0,25.0
76,25.0,25.0
77,25.40625,23.75
78,24.34375,26.25
79,24.6875,26.25
80,25.875,25.0
81,25.0,25.0
82,25.0,25.0
83,25.0,25.0
84,25.78125,26.25
85,24.25,25.0
86,25.0,25.0
87,24.25,23.75
88,25.3125,23.75
89,25.3125,23.75
90,25.3125,23.75
91,25.21875,23.75
92,25.65625,25.0
93,25.0,23.75
94,24.75,26.25
95,24.40625,25.0
96,24.9375,23.75
97,23.84375,25.0
98,25.4375,26.25
99,24.6875,26.25
100,24.4375,26.25
101,25.21875,23.75
102,25.3125,23.75
103,25.3125,23.75
104,25.21875,25.0
105,25.0,25.0
106,25.0,25.0
107,25.0,25.0
108,25.0,25.0
109,24.84375,25.0
110,25.0,25.0
111,25.0,25.0
112,25.0,25.0
113,24.15625,23.75
114,25.3125,23.75
115,25.3125,23.75
116,25.3125,23.75
117,24.21875,25.0
118,25.0,25.0
119,25.0,25.0
120,25.0,25.0
121,26.0,25.0
122,25.0,25.0
123,25.0,25.0
124,25.0,25.0
125,25.0,25.0
126,24.9375,26.25
127,24.65625,25.0
128,24.90625,25.0
129,25.0,25.0
130,25.0,25.0
131,25.03125,25.0
132,25.0,25.0
133,25.03125,25.0
134,25.0,25.0
135,25.0,25.0
136,25.0625,23.75
137,25.90625,25.0
138,25.0,25.0
139,25.0,25.0
140,25.0,25.0
141,24.90625,25.0
142,25.0,25.0
143,25.1875,25.0
144,24.71875,26.25
145,24.6875,26.25
146,24.6875,26.25
147,24.6875,26.25
148,24.6875,26.25
149,24.6875,26.25
