epoch,train_accuracy,validation_accuracy
0,35.53125,38.0
1,41.0625,40.25
2,42.8125,34.5
3,46.21875,46.0
4,41.28125,41.75
5,42.28125,44.125
6,43.15625,43.375
7,46.21875,44.375
8,47.34375,47.375
9,48.0625,50.75
10,53.84375,49.0
11,52.46875,48.5
12,52.71875,51.75
13,50.71875,49.375
14,53.40625,53.0
15,55.65625,53.875
16,56.03125,53.75
17,55.6875,55.0
18,57.0625,54.0
19,56.59375,54.0
20,56.875,54.875
21,57.125,55.5
22,58.0625,56.625
23,57.6875,54.5
24,57.71875,55.0
25,57.84375,54.5
26,58.34375,56.75
27,57.59375,54.375
28,57.78125,55.25
29,58.34375,57.0
30,58.4375,56.125
31,59.0625,55.375
32,58.90625,54.625
33,58.4375,56.375
34,58.5,55.0
35,58.1875,55.0
36,57.71875,55.625
37,57.96875,54.625
38,58.34375,55.125
39,59.75,56.875
40,58.375,55.25
41,59.09375,55.875
42,58.875,54.125
43,58.71875,53.5
44,59.0625,56.75
45,59.09375,56.25
46,59.0625,55.375
47,58.78125,55.25
48,59.34375,55.375
49,59.125,55.375
50,58.59375,55.25
51,58.65625,55.5
52,58.25,55.625
53,58.71875,56.0
54,58.4375,56.625
55,58.84375,55.125
56,58.53125,55.5
57,59.09375,55.5
58,58.625,56.375
59,58.21875,56.25
60,58.65625,55.25
61,58.40625,56.25
62,58.9375,57.0
63,58.0,55.625
64,58.1875,54.75
65,58.96875,56.5
66,58.3125,57.0
67,58.6875,55.625
68,58.90625,56.0
69,58.375,55.375
70,59.40625,54.75
71,59.03125,55.875
72,59.0625,55.625
73,58.9375,55.5
74,59.09375,56.625
75,58.8125,56.75
76,58.65625,54.5
77,58.8125,55.625
78,59.15625,55.625
79,58.875,56.375
80,58.3125,56.5
81,58.5625,55.75
82,58.1875,55.375
83,59.0,55.625
84,58.875,55.875
85,58.0625,56.375
86,58.65625,54.25
87,58.625,56.0
88,58.1875,55.125
89,59.03125,56.25
90,58.875,56.75
91,58.4375,55.875
92,58.15625,55.625
93,58.21875,55.125
94,58.03125,56.0
95,58.34375,55.875
96,58.65625,55.25
97,58.03125,56.625
98,58.4375,55.125
99,58.5625,55.75
100,58.03125,55.625
101,58.65625,55.625
102,59.03125,55.875
103,58.71875,56.625
104,58.34375,55.375
105,59.0,55.25
106,59.125,55.625
107,58.65625,56.5
108,59.03125,56.5
109,58.8125,54.75
110,58.6875,55.625
111,59.125,55.125
112,58.6875,55.875
113,58.625,55.75
114,58.75,56.625
115,59.09375,57.0
116,59.53125,55.875
117,58.78125,56.0
118,59.0,55.625
119,58.9375,55.5
120,58.59375,55.5
121,58.90625,55.0
122,58.625,55.625
123,58.6875,55.5
124,58.34375,55.5
125,58.75,56.25
126,59.25,55.5
127,58.90625,55.375
128,58.90625,56.0
129,58.1875,56.375
130,58.75,54.5
131,58.1875,55.0
132,58.8125,56.625
133,58.1875,55.375
134,58.5,56.0
135,58.75,56.75
136,58.34375,56.375
137,58.5,55.5
138,59.21875,55.25
139,58.3125,55.125
140,59.125,55.875
141,58.125,55.875
142,58.5625,56.5
143,59.21875,54.75
144,58.84375,56.125
145,58.625,56.25
146,59.125,55.875
147,58.5,55.125
148,58.65625,55.625
149,58.6875,55.625
