epoch,train_accuracy,validation_accuracy
0,46.625,53.5
1,58.75,66.5
2,67.5,68.125
3,69.8125,69.625
4,71.09375,73.25
5,72.3125,73.75
6,73.875,71.625
7,74.78125,75.75
8,76.0,74.375
9,75.84375,73.625
10,75.875,72.625
11,77.5,78.375
12,79.21875,81.5
13,79.15625,79.125
14,79.625,77.625
15,80.25,80.5
16,81.375,75.875
17,80.90625,77.5
18,81.25,79.875
19,81.6875,79.875
20,81.625,77.625
21,81.90625,80.375
22,82.53125,80.75
23,83.25,77.625
24,82.90625,78.5
25,84.375,82.125
26,85.5,78.0
27,85.5,82.25
28,85.9375,82.25
29,85.75,79.0
30,86.5,83.125
31,86.9375,81.75
32,86.25,80.5
33,86.625,79.25
34,86.84375,80.375
35,87.0625,80.75
36,87.0,82.5
37,87.5,81.0
38,88.0,82.25
39,88.4375,81.875
40,88.875,81.125
41,88.46875,81.5
42,88.15625,81.625
43,89.84375,82.5
44,88.21875,83.0
45,89.8125,83.0
46,90.125,79.875
47,90.125,83.625
48,90.3125,81.125
49,90.0,83.875
50,90.40625,81.125
51,90.5625,81.25
52,90.15625,82.625
53,90.125,78.875
54,90.375,81.5
55,91.0625,82.875
56,91.75,82.25
57,92.09375,82.75
58,92.4375,81.875
59,91.6875,81.5
60,92.25,82.125
61,92.21875,81.75
62,93.125,81.75
63,92.5625,81.0
64,92.4375,81.0
65,92.25,80.125
66,92.4375,83.5
67,92.59375,84.125
68,92.84375,82.875
69,93.59375,82.0
70,93.15625,82.25
71,93.125,82.25
72,93.53125,84.375
73,94.0625,84.25
74,95.0625,83.625
75,93.3125,82.5
76,94.09375,81.875
77,94.4375,82.125
78,93.71875,83.0
79,95.125,84.25
80,95.40625,83.375
81,94.3125,82.125
82,94.875,83.125
83,95.09375,82.375
84,94.5625,82.625
85,95.5,83.5
86,95.5,82.125
87,95.4375,83.5
88,94.5625,84.125
89,95.1875,84.875
90,94.4375,84.125
91,95.1875,83.0
92,95.34375,80.75
93,95.25,84.25
94,95.59375,84.25
95,95.0625,82.5
96,95.75,81.0
97,95.75,82.875
98,95.5625,82.625
99,96.125,83.5
100,95.9375,82.75
101,95.96875,82.625
102,95.25,82.625
103,96.375,82.0
104,96.1875,83.5
105,95.875,83.625
106,96.25,84.25
107,96.78125,84.75
108,97.0,83.625
109,96.125,82.75
110,96.8125,84.25
111,96.875,83.25
112,96.0625,81.75
113,96.71875,84.5
114,96.21875,81.5
115,95.40625,80.875
116,95.9375,83.75
117,97.0625,84.5
118,96.875,82.75
119,96.375,83.75
120,96.375,83.625
121,96.65625,83.5
122,96.15625,83.25
123,96.4375,84.125
124,97.0625,83.625
125,96.84375,83.5
126,96.96875,84.5
127,97.03125,83.125
128,96.65625,84.125
129,97.53125,85.375
130,97.59375,83.75
131,97.125,81.75
132,97.375,84.25
133,97.46875,83.75
134,96.625,82.625
135,96.9375,83.25
136,97.3125,83.625
137,97.75,83.5
138,97.5625,84.125
139,97.53125,84.125
140,97.84375,83.25
141,97.375,85.125
142,97.375,84.25
143,97.3125,85.375
144,97.90625,83.0
145,97.84375,81.625
146,97.84375,83.375
147,97.75,84.125
148,98.125,83.0
149,97.78125,83.0
