epoch,train_accuracy,validation_accuracy
0,30.3125,29.125
1,35.21875,39.875
2,39.78125,44.875
3,45.28125,43.875
4,49.5625,48.5
5,49.3125,43.75
6,52.09375,55.5
7,53.03125,50.625
8,53.1875,45.625
9,54.28125,51.375
10,54.40625,53.375
11,54.46875,58.5
12,56.625,55.875
13,58.5625,59.625
14,58.15625,57.25
15,57.78125,52.125
16,60.90625,57.0
17,61.21875,59.625
18,58.90625,44.75
19,60.0,48.75
20,60.09375,59.375
21,60.59375,63.375
22,62.40625,57.5
23,60.78125,63.25
24,61.0625,61.75
25,62.09375,60.375
26,62.90625,59.375
27,61.40625,59.375
28,61.84375,59.0
29,63.875,64.0
30,63.8125,59.875
31,61.15625,61.75
32,62.46875,59.375
33,62.25,52.875
34,64.1875,64.375
35,62.71875,61.0
36,64.5625,55.75
37,64.53125,64.125
38,65.40625,64.625
39,65.40625,63.75
40,66.40625,64.125
41,65.40625,57.375
42,66.21875,58.75
43,65.21875,66.0
44,64.59375,64.625
45,66.1875,62.875
46,66.09375,65.875
47,66.21875,62.75
48,66.8125,65.0
49,67.53125,67.5
50,66.9375,62.25
51,66.21875,64.375
52,67.6875,65.5
53,68.09375,66.125
54,66.53125,66.875
55,68.0625,65.0
56,67.6875,67.875
57,68.9375,67.25
58,68.0625,68.0
59,67.96875,63.875
60,68.53125,64.625
61,67.75,68.125
62,68.71875,66.875
63,67.78125,68.0
64,69.125,69.5
65,69.96875,67.0
66,69.09375,67.375
67,68.84375,67.375
68,68.4375,66.0
69,69.09375,66.5
70,68.96875,67.625
71,68.875,67.125
72,69.5625,66.875
73,69.125,68.75
74,69.40625,67.25
75,69.78125,70.125
76,69.34375,60.375
77,69.09375,68.625
78,69.25,68.0
79,70.0,68.875
80,69.8125,67.875
81,70.125,67.5
82,69.96875,66.75
83,69.34375,68.25
84,69.28125,67.875
85,70.28125,67.25
86,69.84375,66.875
87,69.6875,66.75
88,68.78125,68.125
89,69.65625,68.0
90,70.5,68.25
91,69.9375,68.0
92,70.0,67.375
93,70.65625,68.125
94,70.96875,68.625
95,70.34375,67.25
96,69.875,68.75
97,71.34375,70.125
98,70.375,71.625
99,70.0625,67.375
100,70.90625,68.875
101,70.5,68.875
102,71.59375,71.0
103,70.71875,67.875
104,70.5,69.75
105,70.59375,68.125
106,72.21875,70.125
107,72.0,68.375
108,71.3125,68.625
109,70.875,70.125
110,70.40625,68.25
111,71.71875,69.75
112,72.15625,68.5
113,71.0,64.75
114,71.15625,68.5
115,71.4375,71.5
116,72.125,71.25
117,71.6875,68.375
118,71.9375,65.125
119,71.125,69.125
120,72.34375,69.125
121,71.40625,69.25
122,71.0625,69.5
123,71.4375,68.875
124,73.1875,70.875
125,72.625,67.625
126,72.28125,70.75
127,72.15625,70.25
128,71.09375,70.625
129,72.15625,68.75
130,73.1875,69.5
131,72.46875,65.25
132,72.125,70.875
133,73.875,68.875
134,72.78125,71.875
135,72.28125,72.25
136,72.65625,68.625
137,73.34375,70.75
138,72.3125,67.375
139,73.59375,69.0
140,73.3125,71.75
141,73.53125,71.375
142,72.15625,70.375
143,72.71875,71.25
144,73.6875,70.75
145,73.625,69.75
146,73.1875,72.375
147,71.75,71.625
148,73.4375,69.0
149,73.625,72.25
150,71.375,73.25
151,73.59375,69.875
152,73.84375,71.75
153,73.125,68.125
154,74.0,70.0
155,72.96875,72.75
156,72.21875,67.0
157,73.4375,68.625
158,73.21875,68.375
159,72.6875,69.375
160,72.28125,69.875
161,72.71875,68.75
162,73.09375,71.75
163,73.34375,70.875
164,73.53125,70.0
165,72.375,69.0
166,73.90625,71.625
167,73.75,71.25
168,74.40625,70.75
169,74.09375,70.25
170,74.21875,69.75
171,73.75,69.625
172,74.5625,71.875
173,73.40625,71.125
174,73.3125,71.125
175,74.09375,71.375
176,73.65625,72.25
177,73.1875,72.0
178,74.65625,71.25
179,73.875,69.875
180,74.40625,71.125
181,73.5625,71.5
182,74.40625,71.125
183,75.34375,72.125
184,74.0,72.0
185,75.21875,70.875
186,73.75,72.875
187,73.5,71.5
188,73.8125,71.375
189,72.84375,74.125
190,74.125,71.25
191,74.75,70.625
192,74.09375,69.25
193,74.5,72.125
194,74.6875,72.0
195,74.90625,71.875
196,74.6875,68.75
197,76.25,69.875
198,73.78125,70.25
199,74.65625,71.25
