epoch,train_accuracy,validation_accuracy
0,30.8125,29.625
1,34.375,42.0
2,40.3125,43.125
3,46.125,48.25
4,48.0625,48.375
5,53.28125,56.0
6,55.90625,54.5
7,55.65625,54.875
8,56.78125,60.25
9,58.1875,58.625
10,58.59375,51.125
11,59.3125,62.875
12,59.75,59.5
13,58.84375,58.75
14,60.875,57.0
15,60.375,59.125
16,62.28125,62.75
17,63.0,63.375
18,63.25,62.875
19,62.1875,63.25
20,64.28125,64.125
21,63.8125,63.875
22,61.9375,60.75
23,62.28125,64.5
24,64.71875,63.875
25,65.09375,64.625
26,65.8125,65.0
27,64.65625,59.625
28,65.5,64.625
29,65.71875,60.875
30,66.5625,64.0
31,65.25,63.75
32,65.6875,65.625
33,66.71875,59.25
34,67.125,63.75
35,68.0625,65.5
36,67.75,67.5
37,66.625,60.5
38,67.0625,64.5
39,67.5,66.125
40,66.9375,66.875
41,68.09375,68.375
42,68.8125,69.125
43,67.90625,66.875
44,68.9375,68.125
45,69.03125,68.25
46,68.1875,69.625
47,69.5,66.625
48,70.40625,68.125
49,68.59375,67.125
50,70.03125,69.25
51,68.53125,67.125
52,69.125,67.75
53,69.71875,69.25
54,70.0625,68.375
55,69.59375,69.5
56,69.96875,65.75
57,69.78125,68.875
58,70.46875,69.375
59,69.96875,67.375
60,70.21875,67.5
61,70.6875,63.375
62,70.3125,66.5
63,69.0,67.5
64,70.75,68.875
65,69.5625,69.75
66,70.3125,69.125
67,70.5625,68.5
68,71.125,68.0
69,71.28125,68.5
70,71.40625,70.5
71,71.5625,69.0
72,70.9375,68.0
73,71.8125,64.125
74,70.28125,71.375
75,71.96875,71.25
76,72.5,67.5
77,72.3125,68.0
78,70.9375,70.625
79,72.28125,67.875
80,71.4375,71.875
81,71.3125,70.5
82,72.21875,69.375
83,72.5625,70.875
84,72.125,72.125
85,72.03125,70.875
86,72.0625,70.375
87,72.40625,70.75
88,71.625,71.375
89,72.1875,71.875
90,73.03125,63.625
91,73.59375,68.125
92,73.0625,69.375
93,72.3125,69.5
94,72.34375,70.375
95,74.34375,67.5
96,74.0625,69.875
97,74.15625,70.875
98,73.125,71.125
99,73.375,73.375
100,73.5625,70.625
101,73.5625,68.625
102,72.71875,68.75
103,74.0,70.875
104,73.03125,72.375
105,73.53125,71.0
106,73.59375,68.625
107,72.71875,69.75
108,72.71875,73.125
109,73.5625,70.875
110,74.6875,71.625
111,72.5625,70.375
112,73.9375,72.25
113,74.46875,69.375
114,73.59375,70.0
115,74.71875,70.75
116,74.9375,70.875
117,74.40625,70.0
118,76.0,70.25
119,74.34375,71.875
120,75.09375,73.375
121,74.5625,73.5
122,74.65625,71.625
123,75.15625,70.25
124,74.28125,71.75
125,75.65625,70.25
126,75.875,74.0
127,76.03125,71.0
128,73.75,72.875
129,74.09375,70.125
130,75.90625,73.125
131,74.875,71.875
132,75.40625,70.375
133,75.125,70.375
134,74.5625,70.375
135,74.875,71.375
136,75.46875,72.125
137,76.03125,73.625
138,74.0625,70.625
139,74.65625,72.0
140,75.21875,71.625
141,75.46875,68.25
142,74.625,70.75
143,74.96875,72.875
144,75.9375,71.5
145,75.0625,72.375
146,75.46875,73.25
147,75.15625,70.375
148,75.40625,71.625
149,75.75,71.25
150,75.78125,73.875
151,76.0,71.875
152,75.71875,71.75
153,76.40625,72.125
154,74.875,73.0
155,77.03125,69.5
156,75.0625,70.625
157,75.96875,72.75
158,75.03125,69.5
159,76.375,70.375
160,76.59375,73.25
161,75.9375,70.75
162,75.96875,72.375
163,75.75,73.625
164,76.5625,71.0
165,76.25,75.125
166,75.3125,73.25
167,76.53125,72.375
168,76.09375,72.25
169,76.6875,71.25
170,74.8125,70.5
171,76.65625,71.25
172,77.125,73.125
173,76.09375,73.125
174,76.53125,71.625
175,76.125,71.5
176,75.65625,71.875
177,77.375,70.125
178,77.09375,72.0
179,75.6875,71.625
180,76.96875,72.875
181,76.96875,73.0
182,77.46875,75.25
183,77.34375,71.25
184,76.65625,71.375
185,75.6875,71.625
186,76.84375,71.875
187,77.0,73.25
188,77.0,69.625
189,76.53125,73.5
190,77.15625,73.125
191,77.0,74.125
192,77.03125,73.0
193,76.28125,72.5
194,77.09375,71.5
195,77.1875,73.5
196,76.84375,74.125
197,77.03125,72.875
198,76.1875,73.75
199,77.40625,71.25
