epoch,train_accuracy,validation_accuracy
0,50.90625,67.3
1,66.03125,62.525
2,68.75,70.85
3,71.1875,71.425
4,71.53125,71.925
5,72.125,73.475
6,73.40625,74.375
7,74.4375,71.4
8,74.625,74.3
9,76.65625,75.35
10,77.125,76.15
11,77.625,76.05
12,78.0,76.775
13,78.625,77.35
14,78.21875,78.4
15,78.875,77.05
16,79.6875,78.3
17,79.65625,78.225
18,80.9375,76.875
19,81.15625,76.35
20,81.375,78.65
21,82.8125,79.125
22,83.0,77.15
23,82.03125,79.45
24,83.25,80.0
25,83.28125,79.775
26,83.59375,80.175
27,84.53125,79.975
28,84.65625,81.25
29,85.09375,80.325
30,85.90625,80.45
31,86.375,80.6
32,84.90625,80.55
33,85.34375,80.475
34,86.125,81.5
35,86.78125,81.875
36,86.6875,80.575
37,87.21875,79.725
38,86.875,79.15
39,87.71875,80.9
40,87.3125,79.075
41,88.34375,82.1
42,88.15625,81.475
43,88.4375,80.6
44,88.15625,81.825
45,88.9375,80.975
46,89.28125,81.575
47,88.9375,81.4
48,89.90625,81.7
49,90.4375,82.525
50,89.90625,82.5
51,89.84375,82.475
52,90.1875,80.1
53,90.46875,81.375
54,90.34375,81.775
55,91.0,82.05
56,91.03125,82.875
57,91.4375,82.825
58,91.625,82.15
59,92.0625,81.075
60,90.4375,82.225
61,92.1875,80.825
62,91.6875,82.775
63,93.21875,83.4
64,92.59375,82.3
65,92.375,81.95
66,93.0,82.275
67,93.03125,82.9
68,92.5625,82.55
69,93.0,82.3
70,93.4375,83.575
71,93.5,82.25
72,92.96875,82.65
73,93.5,82.975
74,93.5,83.625
75,93.6875,82.725
76,94.125,83.825
77,94.15625,82.325
78,93.65625,82.6
79,93.90625,82.8
80,94.5625,83.325
81,94.3125,83.35
82,95.09375,83.225
83,94.53125,83.3
84,94.75,82.75
85,95.21875,83.125
86,94.90625,83.525
87,94.21875,83.4
88,94.65625,81.9
89,94.75,82.475
90,95.4375,82.725
91,94.40625,83.3
92,95.625,83.525
93,95.71875,82.675
94,95.4375,83.55
95,96.21875,83.125
96,95.1875,82.95
97,96.125,83.225
98,95.125,84.5
99,95.9375,83.3
100,96.3125,82.575
101,96.15625,83.775
102,96.125,83.1
103,95.96875,83.65
104,96.53125,83.75
105,96.5,82.775
106,96.75,81.425
107,95.96875,83.6
108,96.25,84.45
109,97.25,83.25
110,96.53125,83.875
111,96.875,84.375
112,96.5,83.525
113,96.875,84.3
114,96.5625,84.825
115,96.90625,84.2
116,97.15625,83.9
117,96.9375,83.15
118,97.3125,83.55
119,96.8125,83.725
120,96.78125,83.95
121,97.34375,83.675
122,96.875,83.275
123,97.25,83.75
124,97.53125,84.45
125,97.09375,84.2
126,97.28125,83.775
127,97.5625,84.4
128,97.8125,83.1
129,97.375,83.325
130,97.375,83.4
131,96.96875,83.475
132,97.21875,83.825
133,97.3125,83.525
134,97.6875,83.725
135,97.46875,82.8
136,97.5,83.375
137,97.75,83.35
138,98.15625,84.025
139,98.125,83.625
140,97.90625,84.1
141,98.0,83.275
142,97.375,82.8
143,97.59375,83.525
144,97.40625,83.45
145,97.375,84.2
146,97.875,83.9
147,97.5625,83.85
148,97.53125,84.925
149,98.09375,84.175
150,98.125,83.9
151,98.4375,84.075
152,98.125,83.575
153,98.125,82.225
154,98.15625,84.775
155,97.6875,84.275
156,97.6875,83.75
157,97.71875,83.55
158,98.1875,83.95
159,98.03125,84.775
160,98.5,83.95
161,98.375,83.75
162,98.46875,83.65
163,98.625,83.5
164,98.625,84.375
165,98.34375,84.65
166,98.5,85.125
167,98.34375,84.8
168,98.5,85.475
169,98.625,83.9
170,98.25,84.3
171,98.53125,84.3
172,98.75,84.15
173,98.75,84.75
174,98.25,83.45
175,98.8125,83.975
176,98.75,83.75
177,98.375,84.6
178,98.4375,84.375
179,98.71875,84.675
180,98.875,84.375
181,98.90625,83.925
182,98.625,83.975
183,98.71875,84.0
184,98.78125,84.55
185,98.5,84.35
186,98.59375,84.35
187,98.65625,85.225
188,98.65625,84.95
189,98.40625,83.9
190,98.8125,83.6
191,98.78125,84.725
192,98.78125,84.1
193,98.5625,84.575
194,98.5,84.625
195,98.8125,84.175
196,98.875,85.375
197,99.1875,84.975
198,98.71875,83.775
199,99.125,84.575
